bedrooms,bathroom,balcony,parking,power_backup,bldg_age,furnishing,transit_score,Cement,Tiles,Wooden,Dont know,East,North,South,West,Bangalore,Chennai,Delhi,Faridabad,Ghaziabad,Gurgaon,Hyderabad,Mumbai,Noida,Pune,area,price
3,3,1.0,3,1,3,2,7.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.333023014386481,15.687312734865866
2,2,1.0,3,1,2,1,6.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.138866999945524,15.319587954740548
2,2,2.0,3,0,3,1,1.9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.966024187106113,15.319587954740548
2,2,2.0,2,1,2,1,8.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.090076835776092,15.710127412632037
2,1,0.0,3,0,6,1,6.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.4457198193855785,15.150511624696614
2,2,2.0,3,2,3,1,7.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.077498053569231,15.761420707019587
2,2,1.0,3,2,4,2,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.1929342212158,16.213405830762646
2,2,1.0,3,2,2,1,7.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.01211529430638,15.573368475516649
4,5,1.0,1,0,2,0,-10.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.783224016336037,15.86963429165982
3,3,1.0,3,2,2,1,5.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.426549072397305,15.64005985001532
3,2,2.0,3,1,2,1,7.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.424165281042028,15.732433170146335
4,4,1.0,3,1,2,1,6.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.484368643286131,16.70588231586044
2,2,0.0,3,1,2,1,7.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.77485576666552,16.213405830762646
2,2,2.0,3,2,3,1,7.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.890609120147166,15.464169183551656
4,4,6.0,3,2,3,1,0.1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.157657015196472,17.09265529095645
2,2,2.0,3,2,3,2,6.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.98100574072173,15.319587954740548
3,3,3.0,3,1,2,1,7.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.409741954080923,16.077273656438063
3,2,2.0,3,2,2,1,7.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.358830898342354,15.761420707019587
3,3,3.0,3,2,5,1,7.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.512071245835466,16.40327459319198
2,2,2.0,3,0,3,1,7.7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.45833828334479,14.599412101792684
2,2,1.0,3,1,4,1,8.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.2078598714324755,15.732433170146335
4,5,1.0,3,0,4,1,6.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.90100705199242,15.955576721460545
2,2,1.0,3,2,6,0,8.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.093404625868766,16.00156183470237
3,3,2.0,3,2,2,1,0.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.429520842786462,16.213405830762646
2,2,1.0,3,2,3,1,7.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.951772164398911,15.732433170146335
2,2,2.0,0,0,2,0,7.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.956545443151569,15.38412647587812
4,4,1.0,3,0,2,0,8.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.90100705199242,16.523560759066484
2,2,2.0,3,1,2,1,8.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.07326971745971,15.538277155705378
2,2,1.0,3,1,5,1,7.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.016609683894219,15.29711509888849
2,2,1.0,3,1,6,1,8.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.9985096422506015,16.108045315104818
3,3,2.0,3,2,6,0,7.7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.405495663199472,16.64872390202049
4,5,3.0,3,2,6,1,1.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.242756345714477,17.622173047734595
2,2,2.0,3,2,3,1,7.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.170119543449628,15.687312734865866
3,3,3.0,3,2,3,1,-10.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.430114138561801,15.856730886823913
4,4,1.0,1,1,2,1,8.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.649692623711514,16.759949537130716
2,2,2.0,3,2,2,1,6.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.017506142941256,15.89495209964411
2,2,1.0,3,2,4,1,5.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.045776576879511,15.60727002719233
4,3,1.0,3,2,2,2,5.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.649692623711514,16.454567887579532
2,3,0.0,3,0,2,1,5.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.146772179452637,15.84628692766283
2,2,1.0,3,2,3,1,7.2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.98933526597456,15.424948470398375
3,2,2.0,3,2,4,1,7.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.293017679772782,16.06680235657077
3,3,1.0,3,2,3,1,1.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2875606403097235,16.195056692094447
2,2,2.0,3,1,3,1,7.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.233455418621439,16.012735135300492
3,2,2.0,3,2,5,1,6.7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1308988302963465,15.483217378522351
4,5,2.0,3,2,6,1,8.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.824046010856292,16.34123920227253
3,2,2.0,3,2,3,1,2.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.122059881629142,15.919644712234481
2,2,1.0,3,1,3,1,4.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.980075940561763,15.60727002719233
2,2,1.0,3,2,6,0,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.395107546562485,16.25785759333348
4,4,2.0,3,2,6,0,0.9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.563719668414366,16.454567887579532
2,2,2.0,2,2,5,1,0.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.001245622069476,15.754252217540975
2,2,2.0,3,2,5,1,-10.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.138866999945524,15.761420707019587
3,2,2.0,3,1,2,1,8.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.294049640102028,17.50439001207821
2,2,0.0,3,0,3,0,5.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.025538314638521,15.60727002719233
3,3,2.0,3,1,4,1,5.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.4413203897176174,16.034714042019267
2,2,3.0,3,0,2,1,8.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.034387929915503,15.60727002719233
3,2,2.0,3,1,6,0,7.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.313220387090301,15.60727002719233
2,2,1.0,3,2,3,1,7.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.959398512133975,15.80338490611862
2,2,1.0,3,2,5,1,6.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.956545443151569,15.65606019136176
3,3,2.0,2,2,3,1,2.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2078598714324755,15.65606019136176
3,3,2.0,3,2,3,0,2.9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.484368643286131,15.687312734865866
3,3,1.0,3,0,2,1,8.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.313220387090301,17.98989782785991
4,6,2.0,3,0,4,1,1.1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.824046010856292,16.11809565095832
4,4,1.0,3,0,2,1,7.4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.090076835776092,16.300417207752275
3,3,3.0,3,2,2,1,5.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.56734567601324,16.523560759066484
2,3,0.0,3,0,4,1,7.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.907755278982137,16.00156183470237
2,2,2.0,3,2,4,1,-10.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.047517221357296,15.687312734865866
4,5,3.0,3,0,6,1,7.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.549609165154532,16.70588231586044
2,2,1.0,3,2,4,1,-10.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.024649030453636,15.529308485722618
3,3,3.0,3,2,6,0,3.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.24422751560335,15.747031969567487
3,2,2.0,3,1,2,1,8.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.322510433997394,15.80338490611862
3,3,1.0,3,2,5,0,2.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.381501894506707,16.523560759066484
2,2,2.0,3,0,2,1,1.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.802394763324311,15.082458161451598
4,5,1.0,3,0,4,2,2.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.160518247477505,17.1296965626368
4,4,2.0,3,1,4,1,7.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.709756864454165,16.61887093887081
2,2,1.0,3,2,4,1,4.8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.053585727193677,15.732433170146335
3,2,3.0,3,2,3,1,6.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.122866658599083,15.444751097694555
2,2,1.0,3,2,6,0,7.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.221835825288449,16.11809565095832
3,4,2.0,3,0,2,1,6.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.575584651557793,17.281246460764002
2,2,1.0,3,2,6,1,5.9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.956545443151569,15.80338490611862
1,1,1.0,1,2,5,1,2.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.396929655216146,15.201804919084164
2,2,2.0,3,2,6,1,8.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2078598714324755,15.573368475516649
2,3,1.0,3,0,5,1,7.9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.3777589082278725,15.830413578506539
4,5,5.0,3,1,5,1,3.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.833203948641057,16.67771143889374
3,3,3.0,3,2,6,0,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.515889085215125,16.70588231586044
4,4,1.0,1,0,2,1,8.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4673710669175595,16.38045991542581
2,2,2.0,3,2,5,2,2.9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.05617528410041,15.49260711887219
3,2,2.0,3,2,3,1,2.9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.468513271496337,16.045524958123483
2,2,2.0,3,1,3,1,7.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.985641817639208,15.201804919084164
2,2,2.0,2,1,2,1,8.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1592919047975645,16.25785759333348
2,2,2.0,3,2,2,1,8.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.684611727667927,15.520258650202699
3,2,1.0,2,2,6,0,6.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.266128779556451,16.41820024340866
2,2,2.0,3,0,2,1,8.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.71901315438526,15.319587954740548
2,2,1.0,3,2,3,1,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.9167150203536085,15.363073066680286
2,2,1.0,3,0,2,1,8.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.956545443151569,15.319587954740548
3,3,2.0,3,1,4,1,5.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.384610383176974,15.789591583986283
3,3,3.0,3,1,2,1,8.1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.533158807455563,16.44739939810092
3,2,2.0,3,2,3,1,4.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.15305163493748,15.702580206996654
3,2,1.0,3,0,2,1,3.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.23561914106675,15.424948470398375
4,4,2.0,2,1,2,1,1.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.554858521040676,16.523560759066484
4,7,3.0,3,0,6,0,7.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.242756345714477,16.454567887579532
2,1,1.0,3,2,6,0,6.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.785587645007929,14.690979295318174
3,2,2.0,3,0,2,0,5.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.90875477931522,15.123843377614453
2,2,1.0,3,1,2,1,7.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.222566018822171,16.300417207752275
4,5,1.0,3,0,6,1,5.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.696212639346407,16.166885815127753
2,2,1.0,3,1,2,1,7.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9985096422506015,15.424948470398375
3,3,2.0,3,2,5,2,1.4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.383989457978509,16.045524958123483
2,2,2.0,3,2,3,1,7.9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.081708586105575,15.687312734865866
3,3,1.0,3,2,6,0,1.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.392031567514591,16.283610089435893
3,2,2.0,3,2,3,1,6.9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.21890970761906,15.64005985001532
3,2,1.0,3,2,2,1,7.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7406644019172415,17.216707939626428
2,2,2.0,3,2,3,1,0.9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.075808863978387,15.65606019136176
3,2,2.0,3,2,4,1,7.9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.3901814282264295,16.51687177091569
2,2,2.0,3,2,5,1,8.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.029972911706386,15.830413578506539
3,3,3.0,3,2,3,1,1.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.252762418053187,15.732433170146335
2,2,2.0,3,2,4,1,3.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.966024187106113,15.747031969567487
2,2,2.0,3,2,2,1,6.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.932447891572509,15.761420707019587
3,3,2.0,3,1,2,1,8.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.421775793644647,16.489659207390805
2,2,2.0,3,2,3,0,2.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.984716320118266,15.89495209964411
2,2,0.0,3,2,3,1,8.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.980075940561763,15.687312734865866
3,3,2.0,3,2,3,1,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.268920128193722,15.761420707019587
4,8,6.0,1,1,5,1,7.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.955074273262696,15.747031969567487
2,3,1.0,3,1,4,1,4.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.549609165154532,16.38045991542581
3,3,1.0,3,2,2,1,2.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3427791893318455,15.717618084361195
2,2,1.0,3,2,3,1,8.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.064759027791802,15.88237331743725
2,2,2.0,3,1,3,1,6.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.003065458786462,15.538277155705378
3,3,2.0,3,1,4,1,7.2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.24422751560335,15.64005985001532
2,2,1.0,3,2,3,1,8.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.007600613951853,15.520258650202699
2,2,1.0,3,1,3,1,1.8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.907755278982137,15.424948470398375
2,2,1.0,3,2,3,2,8.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.856461984594587,15.176487111099874
2,2,1.0,3,2,3,1,7.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.9957661563048505,15.89495209964411
3,2,4.0,3,2,3,1,8.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.649692623711514,16.213405830762646
3,3,0.0,3,2,3,0,-10.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.438383530044307,15.830413578506539
3,3,1.0,3,0,6,1,6.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.907755278982137,15.201804919084164
2,2,4.0,3,2,4,1,7.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.947937068614969,15.86963429165982
3,2,2.0,3,2,4,1,6.7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.455876687491824,16.213405830762646
2,2,1.0,3,0,2,1,8.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.756932389247553,16.300417207752275
2,2,1.0,3,1,3,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.856461984594587,15.520258650202699
3,2,2.0,3,2,4,2,6.7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.261927092702751,15.978833583624812
2,2,1.0,3,1,2,1,8.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.090076835776092,15.830413578506539
2,2,0.0,3,1,4,1,2.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.090076835776092,16.0978929436408
3,3,1.0,3,2,3,1,7.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.090076835776092,16.300417207752275
3,3,3.0,3,2,3,0,5.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.318539548567902,15.687312734865866
3,2,2.0,3,1,3,1,1.1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.2196420401307355,15.520258650202699
2,2,1.0,3,1,2,1,6.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.802394763324311,15.201804919084164
3,2,3.0,3,2,3,1,2.9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3395376954076745,16.06680235657077
3,3,1.0,3,1,3,1,6.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.347299700743164,16.056220247240233
3,3,2.0,3,0,3,1,-10.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.258412150595307,16.06680235657077
2,2,1.0,3,2,4,1,2.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.966024187106113,15.732433170146335
3,3,1.0,3,2,4,1,7.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.392031567514591,15.717618084361195
3,3,3.0,2,1,2,1,8.1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.333023014386481,16.06680235657077
3,3,2.0,3,2,3,1,7.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.444248649496705,16.489659207390805
2,2,1.0,3,1,3,0,7.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.856461984594587,15.319587954740548
4,11,1.0,0,1,6,1,1.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.612503371220562,17.95067711470663
2,2,1.0,3,2,5,1,2.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.02108396428914,15.687312734865866
4,4,2.0,1,0,2,1,3.4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.377133712833954,16.38045991542581
2,2,1.0,2,2,3,1,8.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.802394763324311,15.687312734865866
2,2,3.0,3,2,2,2,8.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.057897937411856,15.538277155705378
1,1,1.0,3,2,2,1,5.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.476972362889683,14.978661367769956
4,3,1.0,0,0,2,1,-10.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.649692623711514,16.860032995687696
2,2,2.0,3,2,3,1,8.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0925737159746784,15.623799329143539
2,2,2.0,3,2,3,1,7.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.927557906278317,15.520258650202699
3,3,2.0,3,2,2,1,5.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.5443321080536885,16.300417207752275
4,6,3.0,3,1,6,1,5.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.34283980427146,16.99356438831222
4,4,0.0,1,1,3,1,7.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.114769448366463,16.06680235657077
2,2,2.0,3,2,5,1,6.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.937314081223682,15.319587954740548
3,2,2.0,3,1,3,1,8.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.272398392570047,15.761420707019587
3,3,1.0,3,0,2,1,-10.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.003065458786462,16.213405830762646
2,2,1.0,3,2,5,0,8.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.966024187106113,15.250595083253597
3,3,3.0,3,2,4,1,8.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.673223121121708,16.300417207752275
2,2,1.0,3,2,4,1,7.9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.160069207596127,16.25785759333348
4,8,8.0,3,0,3,0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.987196820661973,16.860032995687696
2,2,1.0,3,1,4,1,6.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.75110146893676,15.176487111099874
3,3,2.0,3,2,3,1,8.1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.664346632098617,16.588099280204055
3,3,1.0,3,2,4,1,7.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.313220387090301,16.012735135300492
4,8,0.0,1,0,2,1,8.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.495541943884256,16.213405830762646
2,2,2.0,3,2,2,1,5.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.069023426578259,15.38412647587812
3,3,0.0,1,0,2,0,-10.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.745236349484363,16.012735135300492
2,2,1.0,3,0,2,1,6.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.745236349484363,15.420940449000836
3,3,3.0,3,2,5,1,8.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.498315870766981,16.166885815127753
2,2,2.0,3,2,2,1,8.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1308988302963465,16.213405830762646
2,2,2.0,3,2,6,0,5.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.122866658599083,15.573368475516649
2,2,4.0,3,1,3,1,7.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.966024187106113,15.816990558174398
2,2,2.0,3,2,4,1,5.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.980075940561763,15.761420707019587
2,2,1.0,3,1,3,1,-10.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.003065458786462,15.89495209964411
2,2,1.0,3,2,2,1,7.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.951772164398911,15.404745763080856
2,2,2.0,3,1,3,1,4.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.984716320118266,15.687312734865866
2,2,2.0,3,2,5,1,8.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.975413927455952,15.60727002719233
2,2,1.0,3,1,6,0,8.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.856461984594587,15.60727002719233
3,3,2.0,3,0,6,0,8.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.600902459542082,16.41820024340866
2,2,3.0,3,1,3,1,1.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.29641326877392,16.38045991542581
4,5,2.0,1,0,3,0,7.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.003065458786462,16.333207030575267
3,3,1.0,3,2,3,1,7.8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.3427791893318455,15.943742263813542
